author,word,path
2,na,words\author2\na_733.png
2,nim,words\author2\nim_734.png
2,usługa,words\author2\usługa_735.png
2,udostępniająca,words\author2\udostępniająca_736.png
2,REST,words\author2\REST_737.png
2,API,words\author2\API_738.png
2,oraz,words\author2\oraz_739.png
2,gniazda,words\author2\gniazda_740.png
2,WebSocket,words\author2\WebSocket_741.png
2,służące,words\author2\służące_742.png
2,do,words\author2\do_743.png
2,udostępnienia,words\author2\udostępnienia_744.png
2,zasobów,words\author2\zasobów_745.png
2,a,words\author2\a_746.png
2,także,words\author2\także_747.png
2,interfejsu,words\author2\interfejsu_748.png
2,zarządzającego,words\author2\zarządzającego_749.png
2,modelami,words\author2\modelami_750.png
2,bazodanowymi,words\author2\bazodanowymi_751.png
2,Jako,words\author2\Jako_752.png
2,serwer,words\author2\serwer_753.png
2,HTTP,words\author2\HTTP_754.png
2,wykorzystywany,words\author2\wykorzystywany_755.png
2,jest,words\author2\jest_756.png
2,Nginx,words\author2\Nginx_757.png
2,Jest,words\author2\Jest_758.png
2,to,words\author2\to_759.png
2,bardzo,words\author2\bardzo_760.png
2,popularne,words\author2\popularne_761.png
2,rozwiązanie,words\author2\rozwiązanie_762.png
2,sterowane,words\author2\sterowane_763.png
2,z,words\author2\z_764.png
2,poziomu,words\author2\poziomu_765.png
2,przystępnego,words\author2\przystępnego_766.png
2,i,words\author2\i_767.png
2,łatwego,words\author2\łatwego_768.png
2,w,words\author2\w_769.png
2,zarządzaniu,words\author2\zarządzaniu_770.png
2,pliku,words\author2\pliku_771.png
2,konfiguracyjnego,words\author2\konfiguracyjnego_772.png
2,W,words\author2\W_773.png
2,porównaniu,words\author2\porównaniu_774.png
2,z,words\author2\z_775.png
2,konkurencyjnym,words\author2\konkurencyjnym_776.png
2,Apache,words\author2\Apache_777.png
2,Nginx,words\author2\Nginx_778.png
2,jest,words\author2\jest_779.png
2,bardzo,words\author2\bardzo_780.png
2,wydajny,words\author2\wydajny_781.png
2,w,words\author2\w_782.png
2,przypadku,words\author2\przypadku_783.png
2,zastosowań,words\author2\zastosowań_784.png
2,komunikacji,words\author2\komunikacji_785.png
2,opartej,words\author2\opartej_786.png
2,o,words\author2\o_787.png
2,REST,words\author2\REST_788.png
2,API,words\author2\API_789.png
2,Serwer,words\author2\Serwer_790.png
2,komunikacyjny,words\author2\komunikacyjny_791.png
2,odpowiada,words\author2\odpowiada_792.png
2,za,words\author2\za_793.png
2,asynchroniczną,words\author2\asynchroniczną_794.png
2,komunikację,words\author2\komunikację_795.png
2,pomiędzy,words\author2\pomiędzy_796.png
2,serwerem,words\author2\serwerem_797.png
2,aplikacyjnym,words\author2\aplikacyjnym_798.png
2,oraz,words\author2\oraz_799.png
2,węzłami,words\author2\węzłami_800.png
2,wykonawczymi,words\author2\wykonawczymi_801.png
2,Obsługiwany,words\author2\Obsługiwany_802.png
2,jest,words\author2\jest_803.png
2,przez,words\author2\przez_804.png
2,popularne,words\author2\popularne_805.png
2,rozwiązanie,words\author2\rozwiązanie_806.png
2,RabbitMQ,words\author2\RabbitMQ_807.png
2,bazujące,words\author2\bazujące_808.png
2,na,words\author2\na_809.png
2,protokole,words\author2\protokole_810.png
2,AMQP,words\author2\AMQP_811.png
2,do,words\author2\do_812.png
2,którego,words\author2\którego_813.png
2,znaleźć,words\author2\znaleźć_814.png
2,można,words\author2\można_815.png
2,wiele,words\author2\wiele_816.png
2,adapterów,words\author2\adapterów_817.png
2,dla,words\author2\dla_818.png
2,różnych,words\author2\różnych_819.png
2,języków,words\author2\języków_820.png
2,programowania,words\author2\programowania_821.png
2,RabbitMQ,words\author2\RabbitMQ_822.png
2,bardzo,words\author2\bardzo_823.png
2,dobrze,words\author2\dobrze_824.png
2,pracuje,words\author2\pracuje_825.png
2,w,words\author2\w_826.png
2,środowisku,words\author2\środowisku_827.png
2,rozproszonym,words\author2\rozproszonym_828.png
2,Jest,words\author2\Jest_829.png
2,w,words\author2\w_830.png
2,stanie,words\author2\stanie_831.png
2,pracować,words\author2\pracować_832.png
2,na,words\author2\na_833.png
2,wielu,words\author2\wielu_834.png
2,węzłach,words\author2\węzłach_835.png
2,bezpiecznie,words\author2\bezpiecznie_836.png
2,przechowując,words\author2\przechowując_837.png
2,wszystkie,words\author2\wszystkie_838.png
2,przesyłane,words\author2\przesyłane_839.png
2,wiadomości,words\author2\wiadomości_840.png
2,w,words\author2\w_841.png
2,przypadku,words\author2\przypadku_842.png
2,nagłej,words\author2\nagłej_843.png
2,awarii,words\author2\awarii_844.png
2,Relacyjna,words\author2\Relacyjna_845.png
2,baza,words\author2\baza_846.png
2,danych,words\author2\danych_847.png
2,którą,words\author2\którą_848.png
2,wykorzystujemy,words\author2\wykorzystujemy_849.png
2,do,words\author2\do_850.png
2,zarządzania,words\author2\zarządzania_851.png
2,metadanymi,words\author2\metadanymi_852.png
2,powiązanymi,words\author2\powiązanymi_853.png
2,ze,words\author2\ze_854.png
2,skanami,words\author2\skanami_855.png
2,oraz,words\author2\oraz_856.png
2,modelami,words\author2\modelami_857.png
2,biznesowymi,words\author2\biznesowymi_858.png
2,będzie,words\author2\będzie_859.png
2,korzystała,words\author2\korzystała_860.png
2,z,words\author2\z_861.png
2,rozwiązania,words\author2\rozwiązania_862.png
2,PostgreSQL,words\author2\PostgreSQL_863.png
2,Jest,words\author2\Jest_864.png
2,to,words\author2\to_865.png
2,bardzo,words\author2\bardzo_866.png
2,wygodny,words\author2\wygodny_867.png
2,jak,words\author2\jak_868.png
2,i,words\author2\i_869.png
2,wydajny,words\author2\wydajny_870.png
2,silnik,words\author2\silnik_871.png
2,bazodanowy,words\author2\bazodanowy_872.png
2,stworzony,words\author2\stworzony_873.png
2,przez,words\author2\przez_874.png
2,środowisko,words\author2\środowisko_875.png
2,Open,words\author2\Open_876.png
2,Source,words\author2\Source_877.png
2,Ostatnie,words\author2\Ostatnie_878.png
2,wersje,words\author2\wersje_879.png
2,tego,words\author2\tego_880.png
2,rozwiązania,words\author2\rozwiązania_881.png
2,bardzo,words\author2\bardzo_882.png
2,dobrze,words\author2\dobrze_883.png
2,radzą,words\author2\radzą_884.png
2,sobie,words\author2\sobie_885.png
2,z,words\author2\z_886.png
2,pracą,words\author2\pracą_887.png
2,na,words\author2\na_888.png
2,klastrze,words\author2\klastrze_889.png
2,komputerowym,words\author2\komputerowym_890.png
2,Jest,words\author2\Jest_891.png
2,jednak,words\author2\jednak_892.png
2,bardzo,words\author2\bardzo_893.png
2,wrażliwy,words\author2\wrażliwy_894.png
2,na,words\author2\na_895.png
2,bardzo,words\author2\bardzo_896.png
2,duże,words\author2\duże_897.png
2,dane,words\author2\dane_898.png
2,co,words\author2\co_899.png
2,tylko,words\author2\tylko_900.png
2,potwierdza,words\author2\potwierdza_901.png
2,że,words\author2\że_902.png
2,koniecznym,words\author2\koniecznym_903.png
2,było,words\author2\było_904.png
2,uzupełnienie,words\author2\uzupełnienie_905.png
2,go,words\author2\go_906.png
2,o,words\author2\o_907.png
2,dodatkową,words\author2\dodatkową_908.png
2,bazę,words\author2\bazę_909.png
2,danych,words\author2\danych_910.png
2,typu,words\author2\typu_911.png
2,NoSQL,words\author2\NoSQL_912.png
2,Nierelacyjna,words\author2\Nierelacyjna_913.png
2,bazadanych,words\author2\bazadanych_914.png
2,wykorzystana,words\author2\wykorzystana_915.png
2,zostanie,words\author2\zostanie_916.png
2,do,words\author2\do_917.png
2,przechowywania,words\author2\przechowywania_918.png
2,skanów,words\author2\skanów_919.png
2,oraz,words\author2\oraz_920.png
2,przekrojów,words\author2\przekrojów_921.png
2,które,words\author2\które_922.png
2,zgodnie,words\author2\zgodnie_923.png
2,z,words\author2\z_924.png
2,założeniami,words\author2\założeniami_925.png
2,mogą,words\author2\mogą_926.png
2,zajmować,words\author2\zajmować_927.png
2,znaczną,words\author2\znaczną_928.png
2,ilość,words\author2\ilość_929.png
2,przestrzeni,words\author2\przestrzeni_930.png
2,dyskowej,words\author2\dyskowej_931.png
2,W,words\author2\W_932.png
2,tym,words\author2\tym_933.png
2,przypadku,words\author2\przypadku_934.png
2,skorzystaliśmy,words\author2\skorzystaliśmy_935.png
2,z,words\author2\z_936.png
2,HBase,words\author2\HBase_937.png
2,wspieranego,words\author2\wspieranego_938.png
2,przez,words\author2\przez_939.png
2,środowisko,words\author2\środowisko_940.png
2,Hadoop,words\author2\Hadoop_941.png
2,Jest,words\author2\Jest_942.png
2,to,words\author2\to_943.png
2,technologia,words\author2\technologia_944.png
2,wspierająca,words\author2\wspierająca_945.png
2,bardzo,words\author2\bardzo_946.png
2,wydajny,words\author2\wydajny_947.png
2,dostęp,words\author2\dostęp_948.png
2,do,words\author2\do_949.png
2,przechowywanych,words\author2\przechowywanych_950.png
2,danych,words\author2\danych_951.png
2,za,words\author2\za_952.png
2,pomocą,words\author2\pomocą_953.png
2,klucza,words\author2\klucza_954.png
2,ang,words\author2\ang_955.png
2,ang,words\author2\ang_956.png
2,key-value,words\author2\key-value_957.png
2,store,words\author2\store_958.png
2,Projektowana,words\author2\Projektowana_959.png
2,była,words\author2\była_960.png
2,głównie,words\author2\głównie_961.png
2,w,words\author2\w_962.png
2,celu,words\author2\celu_963.png
2,przechowywania,words\author2\przechowywania_964.png
2,bardzo,words\author2\bardzo_965.png
2,dużej,words\author2\dużej_966.png
2,ilości,words\author2\ilości_967.png
2,danych,words\author2\danych_968.png
2,ang,words\author2\ang_969.png
2,Big,words\author2\Big_970.png
2,Data,words\author2\Data_971.png
2,co,words\author2\co_972.png
2,ma,words\author2\ma_973.png
2,miejsce,words\author2\miejsce_974.png
2,w,words\author2\w_975.png
2,naszej,words\author2\naszej_976.png
2,platformie,words\author2\platformie_977.png
2,Bardzo,words\author2\Bardzo_978.png
2,dobrze,words\author2\dobrze_979.png
2,radzi,words\author2\radzi_980.png
2,sobie,words\author2\sobie_981.png
2,ze,words\author2\ze_982.png
2,skalowaniem,words\author2\skalowaniem_983.png
2,w,words\author2\w_984.png
2,ramach,words\author2\ramach_985.png
2,wielowęzłowego,words\author2\wielowęzłowego_986.png
2,klastra,words\author2\klastra_987.png
2,Do,words\author2\Do_988.png
2,zaprogramowania,words\author2\zaprogramowania_989.png
2,logiki,words\author2\logiki_990.png
2,biznesowej,words\author2\biznesowej_991.png
2,użyliśmy,words\author2\użyliśmy_992.png
2,języka,words\author2\języka_993.png
2,Python,words\author2\Python_994.png
2,w,words\author2\w_995.png
2,wersji,words\author2\wersji_996.png
2,3.6,words\author2\3.6_997.png
2,Wybór,words\author2\Wybór_998.png
2,języka,words\author2\języka_999.png
2,podyktowany,words\author2\podyktowany_1000.png
2,był,words\author2\był_1001.png
2,wygodą,words\author2\wygodą_1002.png
2,i,words\author2\i_1003.png
2,szybkością,words\author2\szybkością_1004.png
2,implementacji,words\author2\implementacji_1005.png
2,nowych,words\author2\nowych_1006.png
2,funkcjonalności,words\author2\funkcjonalności_1007.png
2,a,words\author2\a_1008.png
2,także,words\author2\także_1009.png
2,bogactwem,words\author2\bogactwem_1010.png
2,bibliotek,words\author2\bibliotek_1011.png
2,wspomagających,words\author2\wspomagających_1012.png
2,przetwarzanie,words\author2\przetwarzanie_1013.png
2,danych,words\author2\danych_1014.png
2,medycznych,words\author2\medycznych_1015.png
2,Biblioteki,words\author2\Biblioteki_1016.png
2,do,words\author2\do_1017.png
2,języka,words\author2\języka_1018.png
2,Python,words\author2\Python_1019.png
2,wspomogły,words\author2\wspomogły_1020.png
2,nas,words\author2\nas_1021.png
2,w,words\author2\w_1022.png
2,obsłudze,words\author2\obsłudze_1023.png
2,asynchronicznego,words\author2\asynchronicznego_1024.png
2,wykonywania,words\author2\wykonywania_1025.png
2,zadań,words\author2\zadań_1026.png
2,na,words\author2\na_1027.png
2,węzłach,words\author2\węzłach_1028.png
2,wykonawczych,words\author2\wykonawczych_1029.png
2,Węzły,words\author2\Węzły_1030.png
2,wykonawcze,words\author2\wykonawcze_1031.png
2,mają,words\author2\mają_1032.png
2,na,words\author2\na_1033.png
2,celu,words\author2\celu_1034.png
2,asynchroniczne,words\author2\asynchroniczne_1035.png
2,wykonywanie,words\author2\wykonywanie_1036.png
2,najcięższych,words\author2\najcięższych_1037.png
2,z,words\author2\z_1038.png
2,punktu,words\author2\punktu_1039.png
2,widzenia,words\author2\widzenia_1040.png
2,systemu,words\author2\systemu_1041.png
2,zadań,words\author2\zadań_1042.png
2,Polecenia,words\author2\Polecenia_1043.png
2,wykonywane,words\author2\wykonywane_1044.png
2,są,words\author2\są_1045.png
2,poprzez,words\author2\poprzez_1046.png
2,wiadomości,words\author2\wiadomości_1047.png
2,wysłanie,words\author2\wysłanie_1048.png
2,przez,words\author2\przez_1049.png
2,serwer,words\author2\serwer_1050.png
2,aplikacyjny,words\author2\aplikacyjny_1051.png
2,za,words\author2\za_1052.png
2,pośrednictwem,words\author2\pośrednictwem_1053.png
2,serwera,words\author2\serwera_1054.png
2,komunikacyjnego,words\author2\komunikacyjnego_1055.png
2,Do,words\author2\Do_1056.png
2,tego,words\author2\tego_1057.png
2,celu,words\author2\celu_1058.png
2,użyliśmy,words\author2\użyliśmy_1059.png
2,biblioteki,words\author2\biblioteki_1060.png
2,o,words\author2\o_1061.png
2,nazwie,words\author2\nazwie_1062.png
2,Celery,words\author2\Celery_1063.png
2,Wspiera,words\author2\Wspiera_1064.png
2,ona,words\author2\ona_1065.png
2,poprzez,words\author2\poprzez_1066.png
2,dodanie,words\author2\dodanie_1067.png
2,prostego,words\author2\prostego_1068.png
2,dekoratora,words\author2\dekoratora_1069.png
2,do,words\author2\do_1070.png
2,funkcji,words\author2\funkcji_1071.png
2,Mechanizmy,words\author2\Mechanizmy_1072.png
2,zarządzania,words\author2\zarządzania_1073.png
2,zadaniami,words\author2\zadaniami_1074.png
2,Celery,words\author2\Celery_1075.png
2,opierają,words\author2\opierają_1076.png
2,się,words\author2\się_1077.png
2,na,words\author2\na_1078.png
2,wykorzystaniu,words\author2\wykorzystaniu_1079.png
2,RabbitMQ,words\author2\RabbitMQ_1080.png
2,jako,words\author2\jako_1081.png
2,dostawcy,words\author2\dostawcy_1082.png
2,mechanizmu,words\author2\mechanizmu_1083.png
2,wymiany,words\author2\wymiany_1084.png
2,informacji,words\author2\informacji_1085.png
2,pomiędzy,words\author2\pomiędzy_1086.png
2,serwerem,words\author2\serwerem_1087.png
2,wywołującym,words\author2\wywołującym_1088.png
2,a,words\author2\a_1089.png
2,wykonującym,words\author2\wykonującym_1090.png
2,polecenia,words\author2\polecenia_1091.png
2,Obsługa,words\author2\Obsługa_1092.png
2,interfejsu,words\author2\interfejsu_1093.png
2,REST,words\author2\REST_1094.png
2,API,words\author2\API_1095.png
2,została,words\author2\została_1096.png
2,zaimplementowana,words\author2\zaimplementowana_1097.png
2,z,words\author2\z_1098.png
2,użyciem,words\author2\użyciem_1099.png
2,biblioteki,words\author2\biblioteki_1100.png
2,Flask,words\author2\Flask_1101.png
2,która,words\author2\która_1102.png
2,jest,words\author2\jest_1103.png
2,jedną,words\author2\jedną_1104.png
2,z,words\author2\z_1105.png
2,najpopularniejszych,words\author2\najpopularniejszych_1106.png
2,rozwiązań,words\author2\rozwiązań_1107.png
2,stosowanych,words\author2\stosowanych_1108.png
2,w,words\author2\w_1109.png
2,projektowaniu,words\author2\projektowaniu_1110.png
2,serwisów,words\author2\serwisów_1111.png
2,internetowych,words\author2\internetowych_1112.png
2,w,words\author2\w_1113.png
2,języku,words\author2\języku_1114.png
2,Python,words\author2\Python_1115.png
2,Ważnym,words\author2\Ważnym_1116.png
2,elementem,words\author2\elementem_1117.png
2,implementacji,words\author2\implementacji_1118.png
2,jest,words\author2\jest_1119.png
2,wykorzystanie,words\author2\wykorzystanie_1120.png
2,odpowiedniego,words\author2\odpowiedniego_1121.png
2,silnika,words\author2\silnika_1122.png
2,ORM,words\author2\ORM_1123.png
2,do,words\author2\do_1124.png
2,zarządzania,words\author2\zarządzania_1125.png
2,modelami,words\author2\modelami_1126.png
2,w,words\author2\w_1127.png
2,relacyjnej,words\author2\relacyjnej_1128.png
2,bazie,words\author2\bazie_1129.png
2,danych,words\author2\danych_1130.png
2,W,words\author2\W_1131.png
2,związku,words\author2\związku_1132.png
2,z,words\author2\z_1133.png
2,tym,words\author2\tym_1134.png
2,wykorzystaliśmy,words\author2\wykorzystaliśmy_1135.png
2,sprawdzone,words\author2\sprawdzone_1136.png
2,przez,words\author2\przez_1137.png
2,wielu,words\author2\wielu_1138.png
2,rozwiązanie,words\author2\rozwiązanie_1139.png
2,o,words\author2\o_1140.png
2,nazwie,words\author2\nazwie_1141.png
2,SQLAlchemy,words\author2\SQLAlchemy_1142.png
2,Posiada,words\author2\Posiada_1143.png
2,ono,words\author2\ono_1144.png
2,na,words\author2\na_1145.png
2,bardzo,words\author2\bardzo_1146.png
2,dużą,words\author2\dużą_1147.png
2,elastyczność,words\author2\elastyczność_1148.png
2,komunikacji,words\author2\komunikacji_1149.png
2,z,words\author2\z_1150.png
2,silnikami,words\author2\silnikami_1151.png
2,baz,words\author2\baz_1152.png
2,danych,words\author2\danych_1153.png
2,dlatego,words\author2\dlatego_1154.png
2,też,words\author2\też_1155.png
2,nie,words\author2\nie_1156.png
2,powinno,words\author2\powinno_1157.png
2,być,words\author2\być_1158.png
2,najmniejszych,words\author2\najmniejszych_1159.png
2,problemów,words\author2\problemów_1160.png
2,z,words\author2\z_1161.png
2,ewentualną,words\author2\ewentualną_1162.png
2,migracją,words\author2\migracją_1163.png
2,pomiędzy,words\author2\pomiędzy_1164.png
2,różnymi,words\author2\różnymi_1165.png
2,technologiami,words\author2\technologiami_1166.png
2,Aplikacja,words\author2\Aplikacja_1167.png
2,kliencka,words\author2\kliencka_1168.png
2,została,words\author2\została_1169.png
2,przygotowana,words\author2\przygotowana_1170.png
2,z,words\author2\z_1171.png
2,wykorzystaniem,words\author2\wykorzystaniem_1172.png
2,frameworka,words\author2\frameworka_1173.png
2,Angular,words\author2\Angular_1174.png
2,w,words\author2\w_1175.png
2,wersji,words\author2\wersji_1176.png
2,4,words\author2\4_1177.png
2,Jest,words\author2\Jest_1178.png
2,to,words\author2\to_1179.png
2,jedno,words\author2\jedno_1180.png
2,z,words\author2\z_1181.png
2,najpopularniejszych,words\author2\najpopularniejszych_1182.png
2,rozwiązań,words\author2\rozwiązań_1183.png
2,istniejących,words\author2\istniejących_1184.png
2,na,words\author2\na_1185.png
2,rynku,words\author2\rynku_1186.png
2,którego,words\author2\którego_1187.png
2,wybór,words\author2\wybór_1188.png
2,został,words\author2\został_1189.png
2,uzasadniony,words\author2\uzasadniony_1190.png
2,wydajnością,words\author2\wydajnością_1191.png
2,oraz,words\author2\oraz_1192.png
2,łatwością,words\author2\łatwością_1193.png
2,implementacji,words\author2\implementacji_1194.png
2,Dodatkowo,words\author2\Dodatkowo_1195.png
2,implementację,words\author2\implementację_1196.png
2,zdecydowaliśmy,words\author2\zdecydowaliśmy_1197.png
2,się,words\author2\się_1198.png
2,wykonać,words\author2\wykonać_1199.png
2,z,words\author2\z_1200.png
2,wykorzystaniem,words\author2\wykorzystaniem_1201.png
2,języka,words\author2\języka_1202.png
2,TypeScript,words\author2\TypeScript_1203.png
2,na,words\author2\na_1204.png
2,którego,words\author2\którego_1205.png
2,użycie,words\author2\użycie_1206.png
2,decyduje,words\author2\decyduje_1207.png
2,się,words\author2\się_1208.png
2,coraz,words\author2\coraz_1209.png
2,więcej,words\author2\więcej_1210.png
2,stron,words\author2\stron_1211.png
2,internetowych,words\author2\internetowych_1212.png
2,W,words\author2\W_1213.png
2,projekcie,words\author2\projekcie_1214.png
2,zostaną,words\author2\zostaną_1215.png
2,zastosowane,words\author2\zastosowane_1216.png
2,dwie,words\author2\dwie_1217.png
2,bazy,words\author2\bazy_1218.png
2,danych,words\author2\danych_1219.png
2,Pierwszą,words\author2\Pierwszą_1220.png
2,z,words\author2\z_1221.png
2,nich,words\author2\nich_1222.png
2,będzie,words\author2\będzie_1223.png
2,baza,words\author2\baza_1224.png
2,NoSQL,words\author2\NoSQL_1225.png
2,czyli,words\author2\czyli_1226.png
2,serwer,words\author2\serwer_1227.png
2,udostępniający,words\author2\udostępniający_1228.png
2,usługę,words\author2\usługę_1229.png
2,nierelacyjnej,words\author2\nierelacyjnej_1230.png
2,bazy,words\author2\bazy_1231.png
2,danych,words\author2\danych_1232.png
2,z,words\author2\z_1233.png
2,dostępem,words\author2\dostępem_1234.png
2,typu,words\author2\typu_1235.png
2,klucz-wartość,words\author2\klucz-wartość_1236.png
2,Standardowo,words\author2\Standardowo_1237.png
2,jest,words\author2\jest_1238.png
2,ona,words\author2\ona_1239.png
2,wykorzystywanej,words\author2\wykorzystywanej_1240.png
2,do,words\author2\do_1241.png
2,składowania,words\author2\składowania_1242.png
2,obiektów,words\author2\obiektów_1243.png
2,o,words\author2\o_1244.png
2,bardzo,words\author2\bardzo_1245.png
2,dużym,words\author2\dużym_1246.png
2,rozmiarze,words\author2\rozmiarze_1247.png
2,W,words\author2\W_1248.png
2,projekcie,words\author2\projekcie_1249.png
2,zostanie,words\author2\zostanie_1250.png
2,ona,words\author2\ona_1251.png
2,wykorzystana,words\author2\wykorzystana_1252.png
2,do,words\author2\do_1253.png
2,przechowywania,words\author2\przechowywania_1254.png
2,skanów,words\author2\skanów_1255.png
2,oraz,words\author2\oraz_1256.png
2,przekrojów,words\author2\przekrojów_1257.png
2,które,words\author2\które_1258.png
2,zgodnie,words\author2\zgodnie_1259.png
2,z,words\author2\z_1260.png
2,założeniami,words\author2\założeniami_1261.png
2,mogą,words\author2\mogą_1262.png
2,zajmować,words\author2\zajmować_1263.png
2,znaczną,words\author2\znaczną_1264.png
2,ilość,words\author2\ilość_1265.png
2,przestrzeni,words\author2\przestrzeni_1266.png
2,dyskowej,words\author2\dyskowej_1267.png
2,Drugą,words\author2\Drugą_1268.png
2,bazą,words\author2\bazą_1269.png
2,będzie,words\author2\będzie_1270.png
2,baza,words\author2\baza_1271.png
2,danych,words\author2\danych_1272.png
2,SQL,words\author2\SQL_1273.png
2,czyli,words\author2\czyli_1274.png
2,serwer,words\author2\serwer_1275.png
2,obsługujący,words\author2\obsługujący_1276.png
2,klasyczną,words\author2\klasyczną_1277.png
2,relacyjną,words\author2\relacyjną_1278.png
2,bazę,words\author2\bazę_1279.png
2,danych,words\author2\danych_1280.png
2,W,words\author2\W_1281.png
2,naszym,words\author2\naszym_1282.png
2,projekcie,words\author2\projekcie_1283.png
2,zostanie,words\author2\zostanie_1284.png
2,ona,words\author2\ona_1285.png
2,wykorzystana,words\author2\wykorzystana_1286.png
2,do,words\author2\do_1287.png
2,zarządzania,words\author2\zarządzania_1288.png
2,metadanymi,words\author2\metadanymi_1289.png
2,powiązanymi,words\author2\powiązanymi_1290.png
2,ze,words\author2\ze_1291.png
2,skanami,words\author2\skanami_1292.png
2,oraz,words\author2\oraz_1293.png
2,modelami,words\author2\modelami_1294.png
2,biznesowymi,words\author2\biznesowymi_1295.png
2,Będzie,words\author2\Będzie_1296.png
2,ona,words\author2\ona_1297.png
2,służyć,words\author2\służyć_1298.png
2,za,words\author2\za_1299.png
2,logiczną,words\author2\logiczną_1300.png
2,organizację,words\author2\organizację_1301.png
2,struktury,words\author2\struktury_1302.png
2,której,words\author2\której_1303.png
2,zrealizowanie,words\author2\zrealizowanie_1304.png
2,w,words\author2\w_1305.png
2,bazach,words\author2\bazach_1306.png
2,typu,words\author2\typu_1307.png
2,NoSQL,words\author2\NoSQL_1308.png
2,byłoby,words\author2\byłoby_1309.png
2,bardzo,words\author2\bardzo_1310.png
2,trudne,words\author2\trudne_1311.png
2,Użycie,words\author2\Użycie_1312.png
2,dwóch,words\author2\dwóch_1313.png
2,baz,words\author2\baz_1314.png
2,danych,words\author2\danych_1315.png
2,pozwala,words\author2\pozwala_1316.png
2,nam,words\author2\nam_1317.png
2,na,words\author2\na_1318.png
2,możliwość,words\author2\możliwość_1319.png
2,łatwego,words\author2\łatwego_1320.png
2,zarządzania,words\author2\zarządzania_1321.png
2,zasobami,words\author2\zasobami_1322.png
2,sprzętowymi,words\author2\sprzętowymi_1323.png
2,w,words\author2\w_1324.png
2,przypadku,words\author2\przypadku_1325.png
2,odczuwalnego,words\author2\odczuwalnego_1326.png
2,spowolnienia,words\author2\spowolnienia_1327.png
2,w,words\author2\w_1328.png
2,dostępie,words\author2\dostępie_1329.png
2,do,words\author2\do_1330.png
2,obrazów,words\author2\obrazów_1331.png
2,medycznych,words\author2\medycznych_1332.png
2,W,words\author2\W_1333.png
2,takiej,words\author2\takiej_1334.png
2,sytuacji,words\author2\sytuacji_1335.png
2,będziemy,words\author2\będziemy_1336.png
2,mogli,words\author2\mogli_1337.png
2,zareagować,words\author2\zareagować_1338.png
2,na,words\author2\na_1339.png
2,zaistniałą,words\author2\zaistniałą_1340.png
2,sytuację,words\author2\sytuację_1341.png
2,na,words\author2\na_1342.png
2,poziomie,words\author2\poziomie_1343.png
2,sprzętowym,words\author2\sprzętowym_1344.png
2,oraz,words\author2\oraz_1345.png
2,konfiguracyjnym,words\author2\konfiguracyjnym_1346.png
2,a,words\author2\a_1347.png
2,nie,words\author2\nie_1348.png
2,na,words\author2\na_1349.png
2,poziomie,words\author2\poziomie_1350.png
2,logiki,words\author2\logiki_1351.png
2,aplikacji,words\author2\aplikacji_1352.png
2,Co,words\author2\Co_1353.png
2,więcej,words\author2\więcej_1354.png
2,zastosowanie,words\author2\zastosowanie_1355.png
2,połączenia,words\author2\połączenia_1356.png
2,silników,words\author2\silników_1357.png
2,baz,words\author2\baz_1358.png
2,danych,words\author2\danych_1359.png
2,SQL,words\author2\SQL_1360.png
2,i,words\author2\i_1361.png
2,NoSQL,words\author2\NoSQL_1362.png
2,pozwoli,words\author2\pozwoli_1363.png
2,nam,words\author2\nam_1364.png
2,na,words\author2\na_1365.png
2,dodatkową,words\author2\dodatkową_1366.png
2,elastyczność,words\author2\elastyczność_1367.png
2,w,words\author2\w_1368.png
2,sposobie,words\author2\sposobie_1369.png
2,przechowywania,words\author2\przechowywania_1370.png
2,danych,words\author2\danych_1371.png
2,Mimo,words\author2\Mimo_1372.png
2,uporządkowanej,words\author2\uporządkowanej_1373.png
2,struktury,words\author2\struktury_1374.png
2,metadanych,words\author2\metadanych_1375.png
2,oraz,words\author2\oraz_1376.png
2,modeli,words\author2\modeli_1377.png
2,biznesowych,words\author2\biznesowych_1378.png
2,obiekty,words\author2\obiekty_1379.png
2,zarządzane,words\author2\zarządzane_1380.png
2,przez,words\author2\przez_1381.png
2,naszą,words\author2\naszą_1382.png
2,platformę,words\author2\platformę_1383.png
2,mogą,words\author2\mogą_1384.png
2,posiadać,words\author2\posiadać_1385.png
2,dowolną,words\author2\dowolną_1386.png
2,strukturę,words\author2\strukturę_1387.png
2,Dodanie,words\author2\Dodanie_1388.png
2,obsługi,words\author2\obsługi_1389.png
2,nowego,words\author2\nowego_1390.png
2,typu,words\author2\typu_1391.png
2,badania,words\author2\badania_1392.png
2,powinno,words\author2\powinno_1393.png
2,być,words\author2\być_1394.png
2,proste,words\author2\proste_1395.png
2,i,words\author2\i_1396.png
2,nie,words\author2\nie_1397.png
2,zostanie,words\author2\zostanie_1398.png
2,ograniczona,words\author2\ograniczona_1399.png
2,przez,words\author2\przez_1400.png
2,możliwości,words\author2\możliwości_1401.png
2,silnika,words\author2\silnika_1402.png
2,bazy,words\author2\bazy_1403.png
2,danych,words\author2\danych_1404.png
2,Część,words\author2\Część_1405.png
2,serwerowa,words\author2\serwerowa_1406.png
2,składa,words\author2\składa_1407.png
2,się,words\author2\się_1408.png
2,z,words\author2\z_1409.png
2,aplikacji,words\author2\aplikacji_1410.png
2,serwerowej,words\author2\serwerowej_1411.png
2,z,words\author2\z_1412.png
